INSTITUIÇÃO;CONTRATO;TIPO PESSOA;DOCUMENTO;FINANCIADO;UF;ULTIMO EVENTO;DATA;HORA;PROTESTO;TAGS;BOLETO Á VENCER;PASTA(AT);PASTA(AT)ABERTA;PASTA(AD);PASTA(AD)ABERTA;HOT;BOM;INDEFINIDO;RUIM;R$ VENCIDAS;R$ VINCENDAS;R$ VENCIDAS + VINCENDAS;DIAS DE ATRASO;PARCELAS ATRASADAS;1º PARCELA;QTDE. PARCELAS RESTANTES;PLANO;DETALHE EVENTO;USÚARIO;BENS;BOLETO GERADO POR;CODIGO PESSOA;TIPO PESSOA.1;MARCA;MODELO;CHASSIS;PLACA;RENAVAM;COR;ANO;COMBUSTIVEL
Jesus;1727258;Física;97.468.351/0001-63;Caroline das Neves;RJ;Atraso;2024-04-26;08:21:22;Sim;Recente;5;False;False;False;True;True;False;False;False;7125.83;9201.38;11481.95;67;9;2024-04-23;43;A;Laboriosam quaerat nostrum.;isaquemontenegro;Moto;Sistema C;7691236;Física;da Rosa;debitis;6723074915;UOA-6V70;54281249178;Azul;2003;GNV
Guerra;7079012;Jurídica;39.582.064/0001-83;Ravi Lucca Castro;SP;Atraso;2024-08-03;00:48:20;Não;Recente;4;True;True;False;True;True;False;True;True;5145.0;623.89;4668.34;350;10;2024-08-08;26;C;Eaque quibusdam ullam quasi quis temporibus.;aragaodavi-miguel;Carro;Sistema B;6746652;Física;Sousa;rem;8474195036;LCJ-1I39;32797240818;Branco;2015;Gasolina
Pastor;9987202;Física;94.610.872/0001-15;Maria Cecília Novais;PI;Atraso;2024-03-11;16:43:32;Não;Recente;5;False;True;True;False;True;True;True;True;7233.65;6336.86;19266.62;302;5;2024-01-14;56;C;Ex quo consequuntur pariatur.;lorenada-cunha;Casa;Sistema C;7282743;Física;Fernandes;odio;4878559834;RVH-8M53;21844258192;Vermelho;2019;Gasolina
Correia Moraes S.A.;2567871;Física;70.831.624/0001-36;Carolina Moura;MS;Protesto;2024-01-22;03:37:32;Sim;Inadimplente;3;True;False;False;False;False;True;False;True;501.93;151.67;5654.75;70;0;2024-07-23;47;A;Quia ad nostrum.;mda-mata;Moto;Sistema C;5757678;Física;Cunha Gonçalves S/A;distinctio;4020884857;ZOJ-9D57;47676647667;Azul;2000;GNV
Leão;8741295;Jurídica;39.270.516/0001-91;Dr. Dante Vieira;PA;Negociação;2024-03-15;21:08:52;Sim;Inadimplente;4;False;True;True;True;False;True;False;False;7231.68;7668.13;10623.73;333;8;2024-09-10;26;C;Voluptas iure officiis repellat.;ida-conceicao;Carro;Sistema B;3762466;Jurídica;Novaes;modi;4510252025;RQM-2H95;03988480703;Branco;2016;Diesel
Pinto Jesus e Filhos;6171458;Física;870.146.329-22;Heloísa Leão;PE;Negociação;2024-07-28;11:30:02;Não;Inadimplente;5;True;True;False;True;False;True;False;True;9637.23;3982.0;8153.89;164;6;2024-08-28;14;B;Id ipsum nam.;emanuella73;Casa;Sistema C;9083992;Jurídica;Ferreira e Filhos;est;8849439504;JTB-7Z90;02799764399;Prata;2016;Diesel
Ferreira;3068139;Jurídica;74.853.016/0001-83;Benício Costela;MA;Protesto;2024-03-01;08:49:40;Não;Recente;3;True;True;False;False;False;False;True;True;3728.32;1715.65;6249.66;36;1;2024-09-08;19;C;Sed maxime nisi officiis rerum suscipit.;bmoraes;Moto;Sistema C;3703351;Física;Lopes;amet;1791419247;JVF-6C98;72364358630;Azul;2022;Gasolina
Pimenta Nogueira S.A.;6382458;Jurídica;314.267.908-13;Olivia Vargas;AM;Pagamento;2024-03-25;02:00:17;Sim;Recente;2;False;True;True;False;False;False;False;False;6896.05;7268.38;8586.52;176;1;2024-02-20;19;C;Magni voluptates rem officiis quasi soluta.;manuella96;Terreno;Sistema C;4245275;Física;da Mota Moura S/A;autem;6909217079;QFQ-4E53;35103647168;Preto;2014;Gasolina
da Costa Nascimento S/A;6086972;Física;132.967.584-37;Srta. Mariah Cavalcante;RS;Negociação;2024-08-17;03:47:57;Não;Recente;5;False;True;False;True;False;True;True;True;407.03;5320.55;19839.38;182;10;2024-09-28;37;B;Est cumque cupiditate numquam.;hda-rocha;Carro;Sistema A;6306746;Jurídica;Guerra;cupiditate;4743786075;TPF-9C75;14912020673;Vermelho;2018;GNV
Macedo Rodrigues - EI;0041777;Jurídica;31.908.742/0001-43;Raquel Moreira;AL;Pagamento;2024-04-15;03:10:20;Não;Cliente VIP;4;True;True;False;True;False;True;False;False;4585.54;3651.11;19055.14;23;10;2024-02-06;35;A;Voluptas adipisci tempora maxime nihil.;cgoncalves;Carro;Sistema C;5225937;Jurídica;Pinto S.A.;reiciendis;2081827433;CSF-5R04;14784384174;Branco;2009;Híbrido
Sales S/A;8926504;Jurídica;23.547.610/0001-05;Dra. Vitória Melo;SC;Negociação;2024-01-09;23:21:01;Não;Inadimplente;4;True;False;False;True;False;True;True;True;7609.23;860.0;5226.45;343;1;2024-03-22;3;D;Molestias aliquam illum.;pda-mota;Carro;Sistema C;8451176;Física;Martins Ltda.;ex;5001907737;KYA-4Q91;31199667589;Branco;2001;Diesel
da Rocha;2769201;Jurídica;29.684.137/0001-94;Natália Albuquerque;MS;Negociação;2024-05-06;07:35:45;Não;Recente;0;False;False;False;False;False;False;False;False;2521.74;4201.66;1081.94;306;9;2024-09-20;30;C;Vel ducimus non cumque quo neque.;sophiasilva;Casa;Sistema B;2642841;Física;Lopes;a;0962347928;VJA-8X70;71664811510;Prata;2006;Diesel
Ferreira Ltda.;4418551;Física;283.976.105-02;Lavínia Teixeira;MT;Protesto;2024-08-18;08:11:58;Sim;Cliente VIP;0;True;False;False;False;True;False;True;False;9305.82;5264.71;7219.67;116;8;2024-06-01;43;C;Cum mollitia odio.;maria-laura04;Moto;Sistema C;6377908;Física;Souza S.A.;hic;1466632611;AVK-1V55;09183854231;Azul;2017;Híbrido
da Conceição Moraes S.A.;0542286;Jurídica;31.248.709/0001-34;Sr. Diego Rocha;AM;Negociação;2024-01-14;04:08:25;Não;Cliente VIP;4;False;True;False;True;True;False;True;False;3680.86;7392.41;1723.27;319;4;2024-04-26;14;D;Reiciendis blanditiis tempora.;cunharyan;Moto;Sistema B;7137583;Física;da Paz Carvalho - ME;velit;4775132053;XLR-6P94;51935653235;Branco;2009;Etanol
Carvalho;6416906;Jurídica;61.035.287/0001-80;Asafe Lopes;PE;Atraso;2024-07-30;18:56:08;Não;Fidelizado;5;True;False;True;True;True;False;True;True;5204.06;8230.22;5722.15;343;10;2024-06-29;24;B;Reprehenderit placeat veniam.;pereirajoao-guilherme;Terreno;Sistema A;5993616;Física;Costela - EI;expedita;7869870581;JSS-7P78;54248165677;Preto;2000;GNV
Barbosa da Rocha - ME;7679257;Jurídica;75.239.018/0001-40;João Rocha;AM;Pagamento;2024-05-25;13:57:05;Sim;Recente;0;True;True;False;False;True;False;True;True;5025.98;678.65;3478.89;43;5;2024-07-23;49;C;Illum ut aliquam praesentium.;pcaldeira;Carro;Sistema C;5826965;Jurídica;da Mata S/A;praesentium;2917839769;GFF-5L14;94394109680;Preto;2019;Gasolina
Castro - EI;6658607;Jurídica;301.675.894-66;Otto Alves;AL;Pagamento;2024-02-07;20:11:18;Sim;Cliente VIP;1;False;False;False;False;True;False;False;True;7503.69;2501.06;2513.09;336;3;2024-02-15;1;C;Dolores nostrum aperiam aut hic deleniti.;albuquerquejoao-felipe;Casa;Sistema B;9163874;Jurídica;Sales;fugiat;9371897999;JXQ-7W93;10043463004;Prata;2022;GNV
Martins Peixoto e Filhos;5678555;Jurídica;504.816.923-98;Ana Vitória Costa;RO;Atraso;2024-09-15;04:56:24;Não;Inadimplente;4;False;True;True;False;True;False;True;True;3976.45;9557.69;15912.49;271;1;2024-05-24;58;B;Dolores inventore quibusdam perspiciatis repellat minus.;pedro-miguel53;Casa;Sistema A;3311297;Jurídica;Ribeiro;beatae;3281850274;TAE-1U57;86778886914;Azul;2007;GNV
Pastor S/A;3493443;Física;087.562.493-65;Cecília Borges;CE;Pagamento;2024-02-02;21:30:32;Não;Recente;0;False;True;False;True;True;True;True;True;9790.89;4334.25;7073.06;310;9;2024-07-11;30;C;Ipsum impedit rerum distinctio.;snovais;Casa;Sistema C;5477170;Física;Sales;consequuntur;1672743830;QGB-5Z86;64482255163;Azul;2008;Híbrido
Araújo Pastor - EI;8484768;Física;072.915.486-67;Luan Abreu;DF;Negociação;2024-09-24;03:36:51;Não;Inadimplente;2;True;False;False;True;False;True;False;True;4437.45;2031.56;14604.88;30;8;2024-07-25;39;C;Ea recusandae dolorum dicta repellat illum.;omartins;Terreno;Sistema C;7545344;Jurídica;Siqueira Ltda.;quasi;8774277816;XOU-6Z98;53359109734;Branco;2011;Diesel
Sá e Filhos;4189507;Jurídica;91.862.350/0001-12;Enzo Gabriel Aragão;PA;Atraso;2024-03-31;21:50:06;Sim;Recente;4;True;True;True;False;False;False;True;True;2463.87;8638.35;5273.82;55;0;2024-07-22;1;A;Esse maiores voluptatem sint corporis eum.;mouraheloisa;Moto;Sistema B;3035628;Física;da Cunha;fugiat;7737856231;EXF-3E93;44610787966;Branco;2004;GNV
Novaes e Filhos;8751503;Jurídica;70.913.284/0001-92;Maria Eduarda Almeida;PA;Protesto;2024-08-19;04:51:22;Não;Recente;5;True;False;False;False;True;True;True;True;5495.57;663.16;9203.56;205;10;2024-06-06;38;B;Repudiandae quo non facere quam.;wda-mata;Moto;Sistema C;3166956;Jurídica;Gomes Rodrigues Ltda.;sunt;6727788643;SAV-3V88;72484874888;Branco;2009;Diesel
Câmara S.A.;3981398;Física;906.147.853-75;Zoe Vasconcelos;RR;Pagamento;2024-08-18;14:15:10;Não;Cliente VIP;2;False;False;False;False;False;False;False;True;5039.38;3819.31;3189.95;251;6;2024-09-09;19;A;Distinctio aperiam dicta.;martinsclarice;Carro;Sistema B;6134781;Física;Martins Pimenta - ME;unde;9432534888;RIL-1H05;64396755093;Vermelho;2014;GNV
Jesus;3213541;Jurídica;165.470.832-17;Maria Helena Novaes;MA;Protesto;2024-06-04;00:47:00;Não;Cliente VIP;5;False;False;True;True;False;False;False;True;2657.49;7031.13;877.96;207;6;2024-05-16;54;B;Similique sit suscipit.;almeidabernardo;Moto;Sistema C;7335704;Física;Casa Grande;quis;6715646887;LFK-2U97;41957798943;Preto;2013;Gasolina
Melo;3277561;Jurídica;68.309.427/0001-00;Nina Sales;MT;Atraso;2024-06-12;14:44:09;Sim;Recente;2;True;False;True;False;False;False;False;True;2895.01;2434.26;18506.87;64;8;2024-02-14;34;C;Soluta eveniet officiis eius voluptatum corrupti.;monteiromaria-julia;Moto;Sistema B;8616915;Jurídica;Fernandes Lima - EI;saepe;2013380886;NNA-5Y03;19189681456;Prata;2006;Etanol
da Paz;6176829;Física;826.093.154-06;Dra. Agatha da Paz;ES;Atraso;2024-01-09;04:09:02;Não;Inadimplente;0;True;False;False;False;False;True;False;False;9508.02;5111.72;18986.66;272;5;2024-04-08;34;D;Porro rerum et repudiandae necessitatibus.;enzo-gabriel56;Terreno;Sistema B;1037559;Física;Nascimento;saepe;6392144103;FFG-4C75;34614298066;Branco;2023;Etanol
da Cunha - ME;7407076;Física;68.024.375/0001-25;Yago Brito;CE;Pagamento;2024-02-04;21:17:16;Sim;Cliente VIP;1;False;False;True;True;True;True;False;False;7487.54;9034.6;6411.55;315;3;2024-08-10;14;C;Nam autem nulla odio libero.;maria-claraalbuquerque;Casa;Sistema B;6074246;Física;Fogaça;fugit;7222798881;KEI-2G13;95331975102;Vermelho;2011;Híbrido
Pereira;9984289;Jurídica;61.307.429/0001-10;João Pedro Siqueira;PB;Protesto;2024-09-08;08:14:28;Não;Fidelizado;1;True;False;False;False;True;False;True;False;6388.05;4972.76;11971.08;57;7;2024-05-17;51;D;Fuga reiciendis quas.;dpires;Carro;Sistema A;5909176;Jurídica;Santos Lima Ltda.;iste;3248825323;ILK-7E74;84125580770;Azul;2005;Gasolina
Silva;7474865;Jurídica;06.715.482/0001-42;Aurora Silva;PR;Negociação;2024-08-17;10:34:00;Não;Fidelizado;0;True;False;False;False;False;True;False;False;319.52;8829.97;14774.53;349;6;2024-06-10;20;A;In enim exercitationem sunt ad.;scosta;Moto;Sistema B;4648559;Física;Cavalcante - EI;fugit;9384159023;TVT-3J03;45859032568;Vermelho;2004;Etanol
Macedo;8933652;Física;038.467.152-71;Larissa Rodrigues;MA;Pagamento;2024-03-22;14:48:16;Não;Inadimplente;4;False;False;False;True;False;False;True;True;6046.45;5507.93;10620.57;222;6;2024-05-01;28;D;Dolor architecto eos temporibus dolore error.;vitoriaalves;Casa;Sistema A;4653900;Física;Leão Fernandes S.A.;eligendi;3709651892;YRB-8V79;54451369932;Branco;2015;GNV
Pastor;6892557;Física;425.870.193-97;Maria Sophia Carvalho;SE;Protesto;2024-09-25;21:14:08;Sim;Fidelizado;3;True;False;True;False;True;False;False;True;7815.25;4671.93;8075.88;53;4;2024-05-15;46;A;Consequuntur maxime molestias pariatur architecto nisi.;mariana88;Moto;Sistema C;3845843;Jurídica;Nunes;perferendis;7499281793;EUO-1W52;77095147703;Preto;2017;Gasolina
Silva;7961386;Jurídica;594.368.721-19;Lorenzo das Neves;RO;Pagamento;2024-10-01;02:50:27;Não;Fidelizado;0;False;True;False;True;False;False;False;False;4371.7;9071.3;13237.4;44;4;2024-05-15;14;A;Earum aut esse ex inventore.;brenoda-conceicao;Casa;Sistema B;3455857;Jurídica;da Mata;atque;9055631023;OOI-7G05;72650377893;Azul;2018;Híbrido
da Costa;6180324;Física;94.678.501/0001-75;Luna Pinto;PE;Protesto;2024-02-25;14:56:04;Sim;Inadimplente;0;True;True;True;True;False;False;False;False;6189.84;7267.09;14912.45;178;9;2024-09-17;16;C;Quis dignissimos nihil.;albuquerquejose;Carro;Sistema A;9561687;Jurídica;Pastor Silveira S/A;vel;8724086088;YGA-1S84;99318781804;Vermelho;2021;GNV
Fonseca Costela e Filhos;2425599;Física;456.018.723-17;Sr. Augusto Vieira;AL;Negociação;2024-09-30;10:06:55;Não;Recente;0;False;True;True;False;False;True;True;False;4953.57;7523.63;2878.73;43;4;2024-06-05;48;A;Ipsam quos perspiciatis quasi voluptas.;ibarbosa;Terreno;Sistema A;2814530;Jurídica;Moura;eaque;1851960521;XNI-3N65;44875090730;Preto;2018;GNV
Cardoso Sampaio - EI;1630190;Física;218.045.369-89;Milena da Costa;MS;Atraso;2024-04-17;14:57:10;Sim;Fidelizado;2;True;True;True;False;True;True;False;False;6367.57;6507.37;2920.72;199;10;2024-02-07;55;C;In totam amet rerum tempora.;aduarte;Terreno;Sistema B;2118086;Jurídica;da Rosa;accusamus;5628037078;LWQ-3R36;69575860656;Azul;2005;Etanol
Garcia;8812536;Física;62.743.190/0001-94;Luiz Fernando Teixeira;MG;Negociação;2024-05-18;08:16:35;Não;Recente;5;False;True;False;True;False;True;True;True;5967.31;6918.7;12247.99;149;5;2024-08-26;12;A;Officia fugiat ex dolore praesentium recusandae.;da-rosaoliver;Carro;Sistema C;6886043;Jurídica;Araújo;mollitia;4482247416;XOV-8M01;50906124722;Branco;2014;Híbrido
Cirino Rodrigues - ME;7668620;Jurídica;571.368.904-20;Sra. Emanuelly Novaes;RJ;Pagamento;2024-07-26;04:52:07;Sim;Recente;2;False;True;True;True;True;False;True;False;7379.29;2613.84;3080.57;302;0;2024-05-30;51;A;Ipsa alias tempore.;kvieira;Moto;Sistema A;5466605;Jurídica;Garcia;quasi;2016209095;VSI-1H79;95037801432;Prata;2020;Gasolina
das Neves;0971804;Física;086.419.325-42;Lívia Lima;TO;Protesto;2024-05-28;06:32:18;Sim;Cliente VIP;4;False;False;False;True;False;False;False;True;8674.93;2759.17;1365.67;315;2;2024-02-07;39;C;Minima debitis laudantium.;nunesrebeca;Terreno;Sistema B;2321360;Jurídica;Mendonça;aliquam;9928045838;YHO-7B40;00842530597;Prata;2004;Diesel
Caldeira;2611460;Física;329.701.864-03;Noah Guerra;AP;Pagamento;2024-06-30;15:40:58;Sim;Cliente VIP;1;True;False;False;False;False;False;True;False;1324.64;9867.78;17457.62;65;0;2024-01-16;1;A;Sint qui ipsam adipisci.;andradekaique;Terreno;Sistema A;4389930;Física;Moreira;dolore;4142005063;WUX-3G11;81264216673;Azul;2012;Etanol
Sousa;6991221;Física;427.539.168-37;Dom Garcia;AM;Atraso;2024-07-18;20:21:24;Não;Inadimplente;4;True;False;True;False;False;True;True;True;744.4;5460.3;15335.69;215;0;2024-04-06;26;D;Expedita ipsam temporibus pariatur.;lorenzoalbuquerque;Terreno;Sistema C;265974;Jurídica;Pinto;velit;3104904140;TQP-4V25;61636927119;Prata;2003;Gasolina
Nunes;9538234;Física;704.896.531-20;Léo Rezende;AP;Atraso;2024-02-15;09:32:12;Não;Cliente VIP;3;True;False;True;True;True;False;True;False;9070.31;8015.29;16555.78;95;9;2024-07-16;57;A;Reiciendis recusandae eius aspernatur eum.;maria-vitoria56;Terreno;Sistema C;4137949;Física;Ribeiro - EI;nostrum;8605193107;HTJ-5U13;85947422160;Azul;2017;Etanol
Novaes;4365576;Física;34.560.892/0001-05;Josué Rezende;AC;Atraso;2024-03-05;03:27:41;Não;Recente;1;True;True;False;False;True;False;False;True;3456.76;1262.66;16431.82;63;10;2024-01-14;33;B;Repellendus incidunt consequatur.;siqueiraotto;Terreno;Sistema A;700918;Jurídica;Pires Brito e Filhos;sequi;4996625752;VCI-2X74;72406650074;Branco;2012;GNV
da Mota e Filhos;3753541;Física;45.709.236/0001-30;Luiz Miguel Moura;TO;Protesto;2024-02-23;09:02:12;Não;Cliente VIP;3;True;True;False;True;True;False;False;True;601.95;5977.43;17434.87;38;1;2024-05-21;44;D;Minima necessitatibus perferendis.;vinicius73;Casa;Sistema A;4473689;Jurídica;da Cunha;ullam;0334421430;PDL-8U02;02490820405;Branco;2023;GNV
Abreu Montenegro e Filhos;9651215;Jurídica;18.036.492/0001-30;Davi Miguel Camargo;MA;Protesto;2024-07-01;20:28:39;Não;Fidelizado;1;False;False;False;True;False;False;True;True;9785.92;9799.71;7131.69;327;0;2024-03-08;17;A;Incidunt est maiores ab quos impedit.;pedro22;Casa;Sistema A;1664063;Física;Costela Casa Grande - ME;asperiores;2155375101;BIQ-3N75;24539250298;Vermelho;2019;GNV
Pastor da Mata Ltda.;4708069;Jurídica;61.430.972/0001-00;Ana Sophia Porto;AM;Atraso;2024-06-15;23:42:28;Não;Recente;0;True;True;False;True;False;True;True;False;3018.18;6066.18;4324.07;90;7;2024-09-15;27;D;Ipsum laborum rerum consequatur placeat.;cauaandrade;Carro;Sistema A;4120480;Jurídica;Cassiano;quibusdam;2266148046;RVB-8X81;87017702410;Branco;2000;Etanol
Aparecida S.A.;8282195;Física;326.581.749-00;Maria Clara Novaes;PR;Atraso;2024-05-21;07:25:43;Sim;Recente;2;True;True;True;False;True;True;True;True;2123.65;1143.62;1037.78;231;7;2024-07-06;48;D;Eligendi eos iusto.;eduarda11;Moto;Sistema A;5767359;Jurídica;Marques;nisi;8489449435;XKS-0S03;79012062638;Azul;2020;Diesel
Sampaio;0418212;Jurídica;739.428.150-79;Dante Fogaça;SP;Pagamento;2024-07-22;23:11:31;Não;Inadimplente;3;True;True;True;True;True;True;False;False;242.89;7510.46;10937.03;287;2;2024-07-14;37;B;Accusantium excepturi velit ipsa.;leonardo27;Casa;Sistema C;6456817;Física;Aparecida Barros e Filhos;sapiente;9717065045;PUD-8B97;25792975687;Vermelho;2021;Híbrido
Leão S.A.;9235802;Física;207.189.653-02;Nicolas Pastor;PI;Negociação;2024-04-18;14:58:43;Sim;Cliente VIP;3;False;True;False;False;False;True;True;True;8693.31;4652.63;8693.69;63;1;2024-08-28;60;B;Expedita eligendi labore earum.;da-luzsophie;Moto;Sistema B;313084;Jurídica;Nunes - EI;doloribus;4294660874;WRS-1U77;38115756110;Prata;2016;Diesel
Cavalcante Farias S.A.;2609394;Jurídica;81.906.547/0001-52;Enzo Gabriel Vasconcelos;CE;Protesto;2024-03-20;16:32:26;Não;Inadimplente;1;False;True;True;True;True;True;False;True;8367.15;5631.92;1847.94;60;7;2024-09-18;57;D;Dicta excepturi occaecati voluptatibus.;qmendes;Terreno;Sistema A;7733856;Jurídica;da Mota;atque;0781037883;QLP-9Y83;77258795114;Prata;2005;GNV
da Cunha Machado Ltda.;1471996;Física;81.965.302/0001-04;Luiz Miguel Pimenta;SP;Negociação;2024-07-14;23:33:07;Sim;Cliente VIP;4;False;False;True;True;True;False;False;True;3441.24;8060.34;7519.9;100;4;2024-03-21;36;B;Nobis architecto quod maiores.;liam01;Carro;Sistema B;3101762;Jurídica;Fonseca - ME;possimus;7524815755;UYS-2G08;88361470233;Prata;2018;Gasolina
Vieira Gonçalves e Filhos;9515206;Jurídica;681.290.435-05;Clara Aparecida;PA;Pagamento;2024-05-29;05:32:54;Sim;Inadimplente;2;False;True;False;False;True;False;True;True;6986.69;4787.45;13834.67;135;2;2024-05-10;18;A;Fugit dolore autem ratione harum libero.;da-rosaluisa;Carro;Sistema A;4495533;Jurídica;Ferreira;blanditiis;4506994584;BRS-9K83;45680029524;Preto;2007;Gasolina
Marques Ltda.;8034342;Jurídica;96.154.028/0001-52;Eloah Ribeiro;PR;Negociação;2024-06-24;02:28:52;Sim;Inadimplente;3;False;False;False;False;False;False;True;False;2603.2;3889.15;15804.4;77;7;2024-05-24;35;D;Beatae voluptates ad modi possimus.;joao-felipe32;Moto;Sistema A;311304;Física;Fonseca;quibusdam;1610192078;PGA-2Q54;70535738082;Prata;2004;Gasolina
Novaes Silva S/A;8073410;Física;72.580.931/0001-17;Dr. Raul da Luz;PE;Protesto;2024-09-09;14:32:54;Não;Recente;1;False;False;False;True;False;True;True;False;9909.98;5382.4;11499.67;319;4;2024-03-13;22;B;Iusto quidem corporis officia facilis.;nogueiraagatha;Moto;Sistema A;2976553;Jurídica;da Luz;reiciendis;5646788144;HPC-7M00;97938830065;Preto;2023;Híbrido
Ferreira;2952293;Jurídica;08.714.236/0001-00;Augusto Campos;TO;Pagamento;2024-10-06;05:12:51;Não;Cliente VIP;4;False;True;False;False;True;True;True;True;8932.12;4507.61;15679.9;168;4;2024-06-26;55;A;Est veritatis neque hic.;fernando71;Carro;Sistema C;1038639;Jurídica;Campos;laborum;2167703407;LXG-2O29;15861145824;Azul;2022;Etanol
Moreira e Filhos;8214113;Jurídica;013.962.854-15;Heloisa Freitas;RS;Atraso;2024-01-31;17:13:18;Não;Cliente VIP;2;True;True;True;True;True;False;True;False;5504.3;2602.94;7025.78;90;4;2024-01-11;45;D;Repudiandae sint in.;camila07;Casa;Sistema B;1047319;Física;Lopes;est;3299970738;IYW-3H14;21572550776;Preto;2000;Etanol
Barros Oliveira Ltda.;5977676;Física;620.815.947-49;Nina Borges;RN;Atraso;2024-05-14;14:44:02;Não;Cliente VIP;2;False;True;True;False;False;False;False;True;184.52;9576.19;11682.29;218;2;2024-01-01;29;D;Ipsum commodi odit eius perspiciatis nisi.;luiz-miguel10;Carro;Sistema A;4668026;Jurídica;Rocha - EI;necessitatibus;7878040931;LED-8H37;36914078724;Preto;2020;GNV
Cunha e Filhos;0157226;Jurídica;08.219.475/0001-85;Miguel da Cruz;RO;Pagamento;2024-03-23;09:44:07;Sim;Cliente VIP;3;False;True;False;True;False;False;False;True;7292.05;4229.77;11711.75;276;5;2024-08-24;49;C;Sequi voluptatibus dolore.;thales88;Terreno;Sistema C;9676383;Jurídica;Cavalcanti Machado e Filhos;maiores;3977485015;ICY-2K00;22876874288;Vermelho;2023;Etanol
Nascimento Cavalcanti - EI;1483182;Física;30.296.574/0001-10;Sra. Ana Luiza da Conceição;SC;Protesto;2024-01-23;23:14:01;Não;Inadimplente;1;True;True;True;False;False;True;False;True;3119.55;8901.64;8664.95;57;4;2024-07-20;56;D;Error culpa quia facere ea magni.;anthony-gabrielcirino;Moto;Sistema C;3469993;Jurídica;Novaes;quibusdam;0345617614;MSF-0X85;20314988558;Preto;2007;Híbrido
Marques Melo S.A.;5909439;Jurídica;851.623.074-08;Maya Vieira;DF;Protesto;2024-08-19;01:18:19;Não;Recente;5;False;True;True;True;False;True;True;False;386.61;7537.45;1057.12;120;9;2024-08-25;23;D;Deleniti at minus ipsam labore pariatur.;vitor93;Casa;Sistema A;6233105;Jurídica;Peixoto - ME;asperiores;1331541105;XYR-0B13;90900129447;Preto;2003;Etanol
Brito Ltda.;4684479;Física;79.162.853/0001-80;Yago Moura;RO;Atraso;2024-02-15;03:22:45;Sim;Fidelizado;0;True;True;False;True;False;False;True;False;4572.85;2929.51;5274.49;324;9;2024-03-15;24;C;Autem fugiat repellendus laboriosam non.;alexandrerios;Moto;Sistema A;7219469;Física;da Paz;fugit;0845037134;NGQ-4S42;43598824044;Prata;2017;Diesel
